player_name,slug,player_status,career_g,career_pts,career_trb,career_ast,career_stl,career_blk,career_tov,career_mp,career_fg_pct,career_fg3_pct,career_ft_pct,career_per,career_ts_pct,career_efg_pct,career_ws,career_ws_per48,career_bpm,career_vorp,career_obpm,career_dbpm,career_ppg,career_rpg,career_apg,career_spg,career_bpg,career_topg,career_mpg,mvp,dpoy,finals_mvp,all_nba_1st,all_nba_2nd,all_nba_3rd,championships,allstar,honors_index,is_benchmark,career_bpm_imputed,career_vorp_imputed,adj_career_pts,adj_career_trb,adj_career_ast,adj_career_stl,adj_career_blk,adj_career_ppg,adj_career_rpg,adj_career_apg,adj_career_efg_pct,adj_career_ts_pct,adj_career_ws,avg_pace_factor,avg_ppg_factor,avg_efg_factor,min_season_year,max_season_year,n_seasons
Devin Booker,bookede01,active,723.0,17716.0,2919.0,3826.0,622.0,204.0,2195.0,24818.0,0.463,0.352,0.873,19.0,0.58,,56.4,0.109,1.1,19.6,2.6,-1.4,24.503457814661136,4.037344398340249,5.291839557399723,0.8603042876901799,0.2821576763485477,3.035961272475795,34.326417704011064,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,6.0,False,False,False,17672.13,2911.68,3811.93,621.1,203.68,24.65,4.07,5.33,0.52,0.58,55.82,0.9987482884487335,0.9975038490848598,0.9983895975975291,2015.0,2025.0,11
Luka Doncic,doncilu01,active,504.0,14652.0,4308.0,4157.0,638.0,232.0,1992.0,17630.0,0.469,0.352,0.754,25.8,0.591,,65.2,0.178,7.8,43.6,6.6,1.2,29.071428571428573,8.547619047619047,8.248015873015873,1.2658730158730158,0.4603174603174603,3.9523809523809526,34.98015873015873,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,12.5,False,False,False,15905.0,4673.69,4495.07,720.02,250.61,28.5,8.38,8.05,0.53,0.58,70.38,0.9895268133720805,0.9770349357477317,0.9821422794304239,2018.0,2025.0,10
Giannis Antetokounmpo,antetgi01,active,894.0,21500.0,8868.0,4476.0,995.0,1088.0,2700.0,29250.0,0.554,0.285,0.691,26.1,0.613,,125.7,0.206,6.8,65.4,4.6,2.2,24.049217002237135,9.919463087248323,5.006711409395973,1.1129753914988814,1.2170022371364653,3.0201342281879193,32.718120805369125,2.0,1.0,1.0,5.0,2.0,2.0,1.0,9.0,35.5,False,False,False,21565.04,8909.9,4493.7,1005.08,1099.27,24.68,10.11,5.11,0.57,0.61,126.01,1.0079618862374058,1.0099069245683772,1.006876206065347,2013.0,2025.0,13
Joel Embiid,embiijo01,active,485.0,13401.0,5236.0,1788.0,432.0,773.0,1645.0,15436.0,0.501,0.338,0.83,28.0,0.613,,68.3,0.212,6.7,33.9,5.2,1.5,27.630927835051548,10.795876288659795,3.6865979381443297,0.8907216494845361,1.5938144329896908,3.3917525773195876,31.82680412371134,1.0,0.0,0.0,4.0,2.0,2.0,0.0,7.0,19.5,False,False,False,13369.09,5229.13,1783.41,430.69,773.75,26.91,10.29,3.7,0.52,0.6,67.97,0.9968754440774745,0.9923355737062642,0.9939285573572819,2016.0,2025.0,10
Anthony Davis,davisan02,active,807.0,19385.0,8637.0,2065.0,1055.0,1848.0,1614.0,27741.0,0.522,0.295,0.793,26.7,0.591,,120.2,0.208,5.8,54.9,4.3,1.5,24.02106567534077,10.702602230483272,2.5588599752168526,1.3073110285006195,2.2899628252788102,2.0,34.37546468401487,0.0,0.0,0.0,4.0,3.0,1.0,1.0,8.0,18.5,False,False,False,20906.37,9352.56,2261.16,1131.66,1990.69,23.78,10.74,2.79,0.53,0.59,128.88,1.0093100374966983,1.010620866098603,1.0064505689634748,2012.0,2025.0,16
Nikola Jokic,jokicni01,active,796.0,17673.0,8787.0,5915.0,1022.0,577.0,2368.0,25417.0,0.561,0.362,0.825,28.9,0.641,,140.2,0.265,10.6,80.7,7.6,3.0,22.202261306532662,11.03894472361809,7.430904522613066,1.2839195979899498,0.7248743718592965,2.9748743718592965,31.930904522613066,3.0,0.0,1.0,5.0,1.0,1.0,1.0,7.0,36.0,True,False,False,17607.91,8770.16,5891.27,1019.49,576.76,22.37,11.09,7.54,0.59,0.64,139.39,0.9987482884487335,0.9975038490848598,0.9983895975975291,2015.0,2025.0,11
Kawhi Leonard,leonaka01,active,784.0,16174.0,4987.0,2428.0,1357.0,494.0,1317.0,24937.0,0.499,0.391,0.864,23.6,0.606,,110.3,0.212,6.6,54.3,4.7,1.9,20.630102040816325,6.360969387755102,3.0969387755102042,1.7308673469387754,0.6301020408163265,1.6798469387755102,31.807397959183675,0.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,27.5,False,False,False,16358.33,5084.92,2451.55,1385.09,504.6,20.79,6.37,3.13,0.56,0.61,112.19,1.0184015181206856,1.02636949933845,1.0172162974477108,2011.0,2025.0,14
Paul George,georgpa01,active,935.0,19128.0,5823.0,3469.0,1579.0,414.0,2467.0,31340.0,0.439,0.383,0.853,19.1,0.57,,91.1,0.14,3.7,44.7,2.5,1.1,20.457754010695187,6.227807486631016,3.7101604278074864,1.6887700534759358,0.44278074866310163,2.6385026737967916,33.518716577540104,0.0,0.0,0.0,2.0,2.0,5.0,0.0,9.0,13.0,False,False,False,19492.39,5961.8,3532.71,1616.69,424.22,19.86,6.1,3.7,0.52,0.57,93.53,1.0194272955864347,1.0274537606880743,1.0175050146058657,2010.0,2025.0,16
Kyrie Irving,irvinky01,active,779.0,18433.0,3173.0,4364.0,1022.0,337.0,1943.0,26879.0,0.474,0.394,0.888,22.2,0.584,,91.0,0.163,4.5,43.7,4.7,-0.3,23.662387676508345,4.073170731707317,5.602053915275995,1.3119383825417201,0.4326059050064185,2.4942233632862645,34.504492939666235,0.0,0.0,1.0,1.0,4.0,2.0,1.0,7.0,16.5,False,False,False,20436.04,3538.85,4799.06,1112.96,387.61,24.74,4.33,5.71,0.55,0.59,100.18,1.0168390990547984,1.023007128574986,1.0121382303042001,2011.0,2024.0,16
Jimmy Butler,butleji01,active,907.0,16658.0,4858.0,3957.0,1455.0,387.0,1459.0,29972.0,0.474,0.33,0.844,21.8,0.592,,129.6,0.207,5.0,52.8,3.7,1.3,18.366041896361633,5.356119073869901,4.362734288864388,1.6041896361631753,0.42668136714443217,1.6085997794928335,33.045203969129,0.0,0.0,0.0,1.0,4.0,3.0,0.0,6.0,10.5,False,False,False,19035.59,5565.21,4546.08,1677.68,451.83,18.49,5.36,4.49,0.51,0.6,147.71,1.0126137297002764,1.0175567413906068,1.0106545581415005,2011.0,2025.0,19
Bam Adebayo,adebaba01,active,626.0,10105.0,5601.0,2215.0,672.0,530.0,1321.0,19226.0,0.525,0.319,0.759,19.7,0.587,,62.8,0.157,2.5,21.8,1.0,1.5,16.142172523961662,8.947284345047922,3.538338658146965,1.073482428115016,0.8466453674121406,2.110223642172524,30.712460063897762,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.5,False,False,False,10020.39,5560.7,2194.54,666.78,526.4,16.14,8.93,3.52,0.53,0.58,62.34,0.994234587471975,0.9872331290338965,0.9893959279278443,2017.0,2025.0,9
Jayson Tatum,tatumja01,active,588.0,13843.0,4313.0,2254.0,642.0,384.0,1393.0,20266.0,0.459,0.369,0.84,20.3,0.583,,65.7,0.156,3.8,29.4,3.2,0.6,23.542517006802722,7.335034013605442,3.8333333333333335,1.0918367346938775,0.6530612244897959,2.369047619047619,34.465986394557824,0.0,0.0,1.0,2.0,2.0,3.0,1.0,6.0,16.5,False,False,False,13758.11,4290.07,2237.17,639.23,382.98,23.05,7.24,3.82,0.52,0.57,65.35,0.994234587471975,0.9872331290338965,0.9893959279278443,2017.0,2025.0,9
Jaylen Brown,brownja02,active,662.0,13113.0,3628.0,1894.0,671.0,253.0,1489.0,20475.0,0.478,0.358,0.735,17.4,0.571,,46.2,0.108,0.6,13.6,0.9,-0.2,19.808157099697887,5.480362537764351,2.8610271903323263,1.013595166163142,0.3821752265861027,2.2492447129909365,30.929003021148038,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,8.5,False,False,False,13034.39,3611.69,1879.7,668.13,252.15,20.09,5.55,2.92,0.53,0.56,45.92,0.9968754440774745,0.9923355737062642,0.9939285573572819,2016.0,2025.0,10
Donovan Mitchell,mitchdo01,active,597.0,14962.0,2586.0,2866.0,830.0,190.0,1620.0,20184.0,0.452,0.366,0.842,20.3,0.574,,58.8,0.14,3.7,28.9,3.6,0.1,25.061976549413735,4.331658291457287,4.800670016750419,1.390284757118928,0.31825795644891125,2.71356783919598,33.80904522613066,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,5.0,False,False,False,14883.4,2572.29,2848.77,826.88,189.5,25.05,4.34,4.85,0.52,0.57,58.42,0.994234587471975,0.9872331290338965,0.9893959279278443,2017.0,2025.0,9
De'Aaron Fox,foxde01,active,588.0,12488.0,2293.0,3624.0,825.0,235.0,1581.0,19458.0,0.472,0.332,0.746,18.5,0.559,,39.2,0.097,1.0,14.7,1.6,-0.6,21.238095238095237,3.8996598639455784,6.163265306122449,1.403061224489796,0.39965986394557823,2.688775510204082,33.09183673469388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,False,False,False,13842.82,2573.85,3991.14,910.13,258.5,21.26,4.0,6.19,0.51,0.55,43.21,0.9923555715679796,0.9826006302940812,0.9867360056028157,2017.0,2025.0,11
Ja Morant,moranja01,active,327.0,7331.0,1513.0,2428.0,335.0,92.0,1108.0,10370.0,0.466,0.311,0.773,20.0,0.557,,24.5,0.114,2.5,11.8,3.2,-0.7,22.418960244648318,4.626911314984709,7.425076452599388,1.0244648318042813,0.28134556574923547,3.388379204892966,31.712538226299696,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,False,False,False,7251.96,1497.21,2399.91,331.19,90.97,22.22,4.57,7.47,0.49,0.54,24.26,0.9880379524460935,0.9736314396501792,0.9790479137891237,2019.0,2025.0,7
Zion Williamson,willizi01,active,264.0,6351.0,1709.0,1089.0,270.0,165.0,713.0,8193.0,0.588,0.324,0.694,24.8,0.628,,29.1,0.171,4.6,13.6,4.5,0.1,24.056818181818183,6.473484848484849,4.125,1.0227272727272727,0.625,2.7007575757575757,31.03409090909091,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.5,False,False,False,6267.01,1686.24,1075.29,266.52,162.8,23.63,6.47,3.97,0.58,0.62,28.81,0.9874051649505499,0.9728941282983877,0.9797615068972797,2019.0,2025.0,6
Paolo Banchero,banchpa01,active,253.0,5653.0,1868.0,1194.0,202.0,148.0,744.0,8733.0,0.449,0.318,0.739,17.3,0.547,,15.1,0.083,1.0,6.6,1.1,-0.2,22.343873517786562,7.383399209486166,4.719367588932807,0.7984189723320159,0.5849802371541502,2.940711462450593,34.51778656126482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,False,False,False,5598.62,1850.18,1182.19,200.25,146.6,22.2,7.4,4.67,0.48,0.53,15.03,0.9898934652722854,0.9676784403594488,0.9743151027474206,2022.0,2025.0,4
Victor Wembanyama,wembavi01,active,168.0,3872.0,1829.0,588.0,191.0,583.0,540.0,5126.0,0.48,0.344,0.812,24.9,0.591,,14.7,0.138,6.8,11.3,3.4,3.3,23.047619047619047,10.886904761904763,3.5,1.1369047619047619,3.4702380952380953,3.2142857142857144,30.511904761904763,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.5,True,False,False,3818.7,1804.04,580.16,188.45,575.12,22.73,10.77,3.41,0.53,0.58,14.58,0.9858796780684105,0.9597978963683548,0.9735562168966857,2023.0,2025.0,3
